Date,Forecast
2023-09-01,134.00000000000026
2023-09-02,137.33000000000024
2023-09-03,136.19000000000023
2023-09-04,136.19000000000023
2023-09-05,136.19000000000023
2023-09-06,136.19000000000023
2023-09-07,138.41000000000025
2023-09-08,135.82000000000025
2023-09-09,135.62000000000026
2023-09-10,136.61000000000027
2023-09-11,136.61000000000027
2023-09-12,136.61000000000027
2023-09-13,136.73000000000027
2023-09-14,138.72000000000028
2023-09-15,139.69000000000028
2023-09-16,134.7000000000003
2023-09-17,134.68000000000032
2023-09-18,134.68000000000032
2023-09-19,134.68000000000032
2023-09-20,135.51000000000033
2023-09-21,137.77000000000032
2023-09-22,135.92000000000033
2023-09-23,136.00000000000034
2023-09-24,138.82000000000036
2023-09-25,138.82000000000036
2023-09-26,138.82000000000036
2023-09-27,138.82000000000036
2023-09-28,135.66000000000037
2023-09-29,135.36000000000035
2023-09-30,132.78000000000037
2023-10-01,134.1600000000004
2023-10-02,134.1600000000004
2023-10-03,134.1600000000004
2023-10-04,133.5900000000004
2023-10-05,129.9600000000004
2023-10-06,130.08000000000038
2023-10-07,132.21000000000038
2023-10-08,133.22000000000037
2023-10-09,133.22000000000037
2023-10-10,133.22000000000037
2023-10-11,132.44000000000037
2023-10-12,132.44000000000037
2023-10-13,132.18000000000038
2023-10-14,132.76000000000036
2023-10-15,133.01000000000036
2023-10-16,133.01000000000036
2023-10-17,133.01000000000036
2023-10-18,131.19000000000037
2023-10-19,128.8800000000004
2023-10-20,131.42000000000039
2023-10-21,133.6600000000004
2023-10-22,137.2500000000004
2023-10-23,137.2500000000004
2023-10-24,137.2500000000004
2023-10-25,138.1800000000004
2023-10-26,137.0200000000004
2023-10-27,136.9100000000004
2023-10-28,134.24000000000038
2023-10-29,132.99000000000038
2023-10-30,132.99000000000038
2023-10-31,132.99000000000038
2023-11-01,134.05000000000038
2023-11-02,134.00000000000037
2023-11-03,142.4800000000004
2023-11-04,143.92000000000039
2023-11-05,143.09000000000037
2023-11-06,143.09000000000037
2023-11-07,143.09000000000037
2023-11-08,145.13000000000036
2023-11-09,142.97000000000037
2023-11-10,141.96000000000038
2023-11-11,140.49000000000038
2023-11-12,141.72000000000037
2023-11-13,141.72000000000037
2023-11-14,141.72000000000037
2023-11-15,141.63000000000036
2023-11-16,143.10000000000036
2023-11-17,144.31000000000037
2023-11-18,144.09000000000037
2023-11-19,141.32000000000036
2023-11-20,141.32000000000036
2023-11-21,141.32000000000036
2023-11-22,141.97000000000037
2023-11-23,143.71000000000038
2023-11-24,141.40000000000038
2023-11-25,142.57000000000036
2023-11-26,141.18000000000038
2023-11-27,141.18000000000038
2023-11-28,141.18000000000038
2023-11-29,139.97000000000037
2023-11-30,141.25000000000037
2023-12-01,142.97000000000037
2023-12-02,146.85000000000036
2023-12-03,142.26000000000036
2023-12-04,142.26000000000036
2023-12-05,142.26000000000036
2023-12-06,144.2000000000004
2023-12-07,145.12000000000037
2023-12-08,147.69000000000037
2023-12-09,149.17000000000039
2023-12-10,146.12000000000063
2023-12-11,149.4500000000006
2023-12-12,148.3100000000006
2023-12-13,148.3100000000006
2023-12-14,148.3100000000006
2023-12-15,148.3100000000006
2023-12-16,150.53000000000063
2023-12-17,147.94000000000062
2023-12-18,147.74000000000063
2023-12-19,148.73000000000064
2023-12-20,148.73000000000064
2023-12-21,148.73000000000064
2023-12-22,148.85000000000065
2023-12-23,150.84000000000066
2023-12-24,151.81000000000066
2023-12-25,146.82000000000068
2023-12-26,146.8000000000007
2023-12-27,146.8000000000007
2023-12-28,146.8000000000007
2023-12-29,147.6300000000007
2023-12-30,149.8900000000007
2023-12-31,148.0400000000007
2024-01-01,148.12000000000072
2024-01-02,150.94000000000074
2024-01-03,150.94000000000074
2024-01-04,150.94000000000074
2024-01-05,150.94000000000074
2024-01-06,147.78000000000074
2024-01-07,147.48000000000073
2024-01-08,144.90000000000074
2024-01-09,146.28000000000077
2024-01-10,146.28000000000077
2024-01-11,146.28000000000077
2024-01-12,145.71000000000078
2024-01-13,142.08000000000078
2024-01-14,142.20000000000076
2024-01-15,144.33000000000075
2024-01-16,145.34000000000074
2024-01-17,145.34000000000074
2024-01-18,145.34000000000074
2024-01-19,144.56000000000074
2024-01-20,144.56000000000074
2024-01-21,144.30000000000075
2024-01-22,144.88000000000073
2024-01-23,145.13000000000073
2024-01-24,145.13000000000073
2024-01-25,145.13000000000073
2024-01-26,143.31000000000074
2024-01-27,141.00000000000077
2024-01-28,143.54000000000076
2024-01-29,145.78000000000077
2024-01-30,149.37000000000077
2024-01-31,149.37000000000077
2024-02-01,149.37000000000077
2024-02-02,150.30000000000078
2024-02-03,149.14000000000078
2024-02-04,149.03000000000077
2024-02-05,146.36000000000075
2024-02-06,145.11000000000075
2024-02-07,145.11000000000075
2024-02-08,145.11000000000075
2024-02-09,146.17000000000075
2024-02-10,146.12000000000074
2024-02-11,154.60000000000076
2024-02-12,156.04000000000076
2024-02-13,155.21000000000075
2024-02-14,155.21000000000075
2024-02-15,155.21000000000075
2024-02-16,157.25000000000074
2024-02-17,155.09000000000074
2024-02-18,154.08000000000075
2024-02-19,152.61000000000075
2024-02-20,153.84000000000074
2024-02-21,153.84000000000074
2024-02-22,153.84000000000074
2024-02-23,153.75000000000074
2024-02-24,155.22000000000074
2024-02-25,156.43000000000075
2024-02-26,156.21000000000075
2024-02-27,153.44000000000074
2024-02-28,153.44000000000074
2024-02-29,153.44000000000074
